Usuario,TimeStamp,Emocion,Confianza_en_prediccion
diego,2026-03-07 18:51:57.505,sad,0.87
diego,2026-03-07 18:51:57.538,sad,0.85
diego,2026-03-07 18:51:57.569,sad,0.84
diego,2026-03-07 18:51:57.602,sad,0.82
diego,2026-03-07 18:51:57.639,sad,0.82
diego,2026-03-07 18:51:57.672,sad,0.86
diego,2026-03-07 18:51:57.711,sad,0.84
diego,2026-03-07 18:51:57.754,sad,0.87
diego,2026-03-07 18:51:57.793,sad,0.88
diego,2026-03-07 18:51:57.832,sad,0.86
diego,2026-03-07 18:51:57.872,sad,0.89
diego,2026-03-07 18:51:57.912,sad,0.89
diego,2026-03-07 18:51:57.949,sad,0.91
diego,2026-03-07 18:51:57.987,sad,0.92
diego,2026-03-07 18:51:58.024,sad,0.82
diego,2026-03-07 18:51:58.065,sad,0.9
diego,2026-03-07 18:51:58.105,sad,0.89
diego,2026-03-07 18:51:58.146,sad,0.91
diego,2026-03-07 18:51:58.179,sad,0.89
diego,2026-03-07 18:51:58.213,sad,0.86
diego,2026-03-07 18:51:58.247,sad,0.79
diego,2026-03-07 18:51:58.286,sad,0.81
diego,2026-03-07 18:51:58.320,sad,0.85
diego,2026-03-07 18:51:58.358,sad,0.84
diego,2026-03-07 18:51:58.391,sad,0.87
diego,2026-03-07 18:51:58.425,sad,0.85
diego,2026-03-07 18:51:58.464,sad,0.87
diego,2026-03-07 18:51:58.500,sad,0.8
diego,2026-03-07 18:51:58.531,sad,0.89
diego,2026-03-07 18:51:58.566,sad,0.88
diego,2026-03-07 18:51:58.599,sad,0.85
diego,2026-03-07 18:51:58.633,sad,0.86
diego,2026-03-07 18:51:58.666,sad,0.83
diego,2026-03-07 18:51:58.700,sad,0.83
diego,2026-03-07 18:51:58.732,sad,0.85
diego,2026-03-07 18:51:58.767,sad,0.92
diego,2026-03-07 18:51:58.800,sad,0.91
diego,2026-03-07 18:51:58.834,sad,0.92
diego,2026-03-07 18:51:58.868,sad,0.91
diego,2026-03-07 18:51:58.901,sad,0.93
diego,2026-03-07 18:51:58.940,sad,0.76
diego,2026-03-07 18:51:58.974,sad,0.75
diego,2026-03-07 18:51:59.006,sad,0.7
diego,2026-03-07 18:51:59.040,sad,0.67
diego,2026-03-07 18:51:59.074,sad,0.53
diego,2026-03-07 18:51:59.113,neutral,0.45
diego,2026-03-07 18:51:59.151,sad,0.46
diego,2026-03-07 18:51:59.190,sad,0.45
diego,2026-03-07 18:51:59.228,neutral,0.65
diego,2026-03-07 18:51:59.268,neutral,0.68
diego,2026-03-07 18:51:59.268,neutral,0.3
diego,2026-03-07 18:51:59.309,neutral,0.63
diego,2026-03-07 18:51:59.347,neutral,0.66
diego,2026-03-07 18:51:59.383,neutral,0.57
diego,2026-03-07 18:51:59.417,neutral,0.46
diego,2026-03-07 18:51:59.450,neutral,0.61
diego,2026-03-07 18:51:59.487,neutral,0.63
diego,2026-03-07 18:51:59.523,neutral,0.69
diego,2026-03-07 18:51:59.558,neutral,0.75
diego,2026-03-07 18:51:59.595,neutral,0.7
diego,2026-03-07 18:51:59.630,neutral,0.64
diego,2026-03-07 18:51:59.666,neutral,0.58
diego,2026-03-07 18:51:59.701,neutral,0.67
diego,2026-03-07 18:51:59.736,neutral,0.78
diego,2026-03-07 18:51:59.772,neutral,0.73
diego,2026-03-07 18:51:59.807,neutral,0.82
