Usuario,TimeStamp,Emocion,Confianza_en_prediccion
t1,2026-03-07 22:47:27.741,neutral,0.86
t1,2026-03-07 22:47:27.792,neutral,0.76
t1,2026-03-07 22:47:27.850,neutral,0.86
t1,2026-03-07 22:47:27.900,neutral,0.51
t1,2026-03-07 22:47:27.954,neutral,0.62
t1,2026-03-07 22:47:29.967,neutral,0.83
t1,2026-03-07 22:47:30.018,neutral,0.74
t1,2026-03-07 22:47:30.085,neutral,0.73
t1,2026-03-07 22:47:30.138,neutral,0.6
t1,2026-03-07 22:47:30.196,neutral,0.38
t1,2026-03-07 22:47:30.246,neutral,0.67
t1,2026-03-07 22:47:30.294,sad,0.48
t1,2026-03-07 22:47:30.441,neutral,0.84
t1,2026-03-07 22:47:30.489,neutral,0.78
t1,2026-03-07 22:47:30.537,neutral,0.76
t1,2026-03-07 22:47:30.591,neutral,0.65
t1,2026-03-07 22:47:30.644,neutral,0.78
t1,2026-03-07 22:47:30.692,neutral,0.67
t1,2026-03-07 22:47:30.743,neutral,0.65
t1,2026-03-07 22:47:32.301,neutral,0.75
t1,2026-03-07 22:47:32.359,neutral,0.7
t1,2026-03-07 22:47:32.422,neutral,0.62
t1,2026-03-07 22:47:32.484,neutral,0.8
t1,2026-03-07 22:47:32.543,neutral,0.6
t1,2026-03-07 22:47:32.604,sad,0.42
t1,2026-03-07 22:47:32.659,neutral,0.54
t1,2026-03-07 22:47:32.707,neutral,0.83
t1,2026-03-07 22:47:32.755,neutral,0.69
t1,2026-03-07 22:47:32.808,neutral,0.76
t1,2026-03-07 22:47:32.860,neutral,0.79
t1,2026-03-07 22:47:32.905,neutral,0.81
t1,2026-03-07 22:47:32.960,neutral,0.76
t1,2026-03-07 22:47:33.009,neutral,0.89
t1,2026-03-07 22:47:33.053,fear,0.45
t1,2026-03-07 22:47:33.215,surprise,0.54
t1,2026-03-07 22:47:33.274,fear,0.54
t1,2026-03-07 22:47:33.274,sad,0.31
t1,2026-03-07 22:47:33.320,fear,0.34
t1,2026-03-07 22:47:33.374,neutral,0.52
t1,2026-03-07 22:47:33.429,neutral,0.87
t1,2026-03-07 22:47:33.481,neutral,0.91
t1,2026-03-07 22:47:33.536,neutral,0.62
t1,2026-03-07 22:47:33.584,neutral,0.43
t1,2026-03-07 22:47:33.647,neutral,0.57
t1,2026-03-07 22:47:33.723,neutral,0.57
t1,2026-03-07 22:47:33.838,sad,0.51
t1,2026-03-07 22:47:33.888,sad,0.59
t1,2026-03-07 22:47:33.935,neutral,0.55
t1,2026-03-07 22:47:33.987,sad,0.71
t1,2026-03-07 22:47:34.043,neutral,0.65
t1,2026-03-07 22:47:34.116,neutral,0.55
t1,2026-03-07 22:47:34.175,neutral,0.77
t1,2026-03-07 22:47:34.251,neutral,0.75
t1,2026-03-07 22:47:34.317,neutral,0.84
t1,2026-03-07 22:47:34.379,neutral,0.81
t1,2026-03-07 22:47:34.453,neutral,0.89
t1,2026-03-07 22:47:34.549,neutral,0.84
t1,2026-03-07 22:47:34.615,neutral,0.75
t1,2026-03-07 22:47:34.687,neutral,0.81
t1,2026-03-07 22:47:34.790,neutral,0.77
t1,2026-03-07 22:47:34.876,neutral,0.68
t1,2026-03-07 22:47:34.964,neutral,0.77
t1,2026-03-07 22:47:35.044,neutral,0.65
t1,2026-03-07 22:47:35.131,neutral,0.76
t1,2026-03-07 22:47:35.198,neutral,0.66
t1,2026-03-07 22:47:35.276,neutral,0.76
t1,2026-03-07 22:47:35.356,neutral,0.31
t1,2026-03-07 22:47:35.433,neutral,0.71
t1,2026-03-07 22:47:35.513,neutral,0.89
t1,2026-03-07 22:47:36.661,neutral,0.91
t1,2026-03-07 22:47:36.732,neutral,0.92
t1,2026-03-07 22:47:36.811,neutral,0.88
t1,2026-03-07 22:47:36.900,neutral,0.6
t1,2026-03-07 22:47:37.074,sad,0.45
t1,2026-03-07 22:47:37.153,neutral,0.48
t1,2026-03-07 22:47:37.222,neutral,0.66
t1,2026-03-07 22:47:37.294,neutral,0.53
t1,2026-03-07 22:47:37.372,neutral,0.63
t1,2026-03-07 22:47:37.439,sad,0.49
t1,2026-03-07 22:47:37.521,neutral,0.57
t1,2026-03-07 22:47:37.605,neutral,0.47
t1,2026-03-07 22:47:37.695,fear,0.45
t1,2026-03-07 22:47:37.771,neutral,0.46
t1,2026-03-07 22:47:37.831,fear,0.37
t1,2026-03-07 22:47:37.895,surprise,0.51
t1,2026-03-07 22:47:37.953,neutral,0.64
t1,2026-03-07 22:47:38.004,neutral,0.57
t1,2026-03-07 22:47:38.060,neutral,0.84
t1,2026-03-07 22:47:38.118,surprise,0.51
t1,2026-03-07 22:47:38.182,surprise,0.47
t1,2026-03-07 22:47:38.234,happy,0.45
t1,2026-03-07 22:47:38.294,happy,0.63
t1,2026-03-07 22:47:38.352,surprise,0.59
t1,2026-03-07 22:47:38.404,neutral,0.67
t1,2026-03-07 22:47:38.460,neutral,0.41
t1,2026-03-07 22:47:38.515,neutral,0.39
t1,2026-03-07 22:47:38.617,neutral,0.55
t1,2026-03-07 22:47:39.761,neutral,0.44
t1,2026-03-07 22:47:39.838,neutral,0.83
t1,2026-03-07 22:47:39.896,neutral,0.54
t1,2026-03-07 22:47:39.979,neutral,0.63
t1,2026-03-07 22:47:40.078,sad,0.39
t1,2026-03-07 22:47:40.172,neutral,0.3
t1,2026-03-07 22:47:40.375,neutral,0.36
t1,2026-03-07 22:47:40.449,neutral,0.6
t1,2026-03-07 22:47:40.516,happy,0.36
t1,2026-03-07 22:47:40.574,neutral,0.47
t1,2026-03-07 22:47:40.633,neutral,0.39
t1,2026-03-07 22:47:40.710,surprise,0.55
t1,2026-03-07 22:47:40.814,neutral,0.35
t1,2026-03-07 22:47:40.814,sad,0.37
t1,2026-03-07 22:47:40.888,fear,0.42
t1,2026-03-07 22:47:41.042,sad,0.67
t1,2026-03-07 22:47:41.126,sad,0.74
t1,2026-03-07 22:47:41.200,sad,0.68
t1,2026-03-07 22:47:41.262,neutral,0.45
t1,2026-03-07 22:47:41.330,neutral,0.88
t1,2026-03-07 22:47:41.398,neutral,0.47
t1,2026-03-07 22:47:41.465,neutral,0.44
t1,2026-03-07 22:47:41.530,neutral,0.76
t1,2026-03-07 22:47:41.596,neutral,0.86
t1,2026-03-07 22:47:41.665,neutral,0.74
t1,2026-03-07 22:47:41.729,neutral,0.69
t1,2026-03-07 22:47:41.795,neutral,0.87
t1,2026-03-07 22:47:41.866,neutral,0.58
t1,2026-03-07 22:47:41.936,neutral,0.86
t1,2026-03-07 22:47:42.005,neutral,0.7
t1,2026-03-07 22:47:42.069,neutral,0.68
t1,2026-03-07 22:47:42.140,neutral,0.54
t1,2026-03-07 22:47:42.208,neutral,0.64
t1,2026-03-07 22:47:42.275,neutral,0.88
t1,2026-03-07 22:47:42.350,neutral,0.89
t1,2026-03-07 22:47:42.413,neutral,0.86
t1,2026-03-07 22:47:42.485,neutral,0.91
t1,2026-03-07 22:47:42.554,neutral,0.82
t1,2026-03-07 22:47:42.619,neutral,0.83
t1,2026-03-07 22:47:42.688,neutral,0.86
t1,2026-03-07 22:47:42.754,neutral,0.87
t1,2026-03-07 22:47:42.820,neutral,0.83
t1,2026-03-07 22:47:42.893,neutral,0.86
t1,2026-03-07 22:47:42.962,neutral,0.6
t1,2026-03-07 22:47:43.026,neutral,0.65
t1,2026-03-07 22:47:43.099,neutral,0.84
t1,2026-03-07 22:47:43.166,neutral,0.73
t1,2026-03-07 22:47:43.230,neutral,0.8
t1,2026-03-07 22:47:43.231,sad,0.44
t1,2026-03-07 22:47:43.298,neutral,0.8
t1,2026-03-07 22:47:43.369,neutral,0.88
t1,2026-03-07 22:47:43.474,neutral,0.84
t1,2026-03-07 22:47:43.599,neutral,0.59
t1,2026-03-07 22:47:43.671,neutral,0.8
t1,2026-03-07 22:47:43.744,neutral,0.75
t1,2026-03-07 22:47:43.744,happy,0.49
t1,2026-03-07 22:47:43.821,neutral,0.6
t1,2026-03-07 22:47:43.902,neutral,0.81
t1,2026-03-07 22:47:43.973,neutral,0.74
t1,2026-03-07 22:47:44.060,neutral,0.72
t1,2026-03-07 22:47:44.142,neutral,0.67
t1,2026-03-07 22:47:44.233,neutral,0.66
t1,2026-03-07 22:47:44.317,neutral,0.67
t1,2026-03-07 22:47:44.404,neutral,0.75
t1,2026-03-07 22:47:44.482,neutral,0.91
t1,2026-03-07 22:47:44.566,neutral,0.87
t1,2026-03-07 22:47:44.645,neutral,0.88
t1,2026-03-07 22:47:44.720,neutral,0.93
t1,2026-03-07 22:47:44.797,neutral,0.87
t1,2026-03-07 22:47:44.880,neutral,0.8
t1,2026-03-07 22:47:44.964,neutral,0.85
t1,2026-03-07 22:47:45.040,neutral,0.58
t1,2026-03-07 22:47:45.115,neutral,0.65
t1,2026-03-07 22:47:45.192,neutral,0.65
t1,2026-03-07 22:47:45.266,neutral,0.78
t1,2026-03-07 22:47:45.339,neutral,0.74
t1,2026-03-07 22:47:45.413,neutral,0.91
t1,2026-03-07 22:47:45.484,sad,0.42
t1,2026-03-07 22:47:45.724,neutral,0.9
t1,2026-03-07 22:47:45.809,neutral,0.87
t1,2026-03-07 22:47:45.886,neutral,0.86
t1,2026-03-07 22:47:45.958,neutral,0.87
t1,2026-03-07 22:47:46.092,neutral,0.86
t1,2026-03-07 22:47:46.225,neutral,0.87
t1,2026-03-07 22:47:46.297,neutral,0.78
t1,2026-03-07 22:47:46.443,neutral,0.73
t1,2026-03-07 22:47:46.516,neutral,0.85
t1,2026-03-07 22:47:46.592,neutral,0.71
t1,2026-03-07 22:47:46.669,neutral,0.85
t1,2026-03-07 22:47:46.885,neutral,0.62
t1,2026-03-07 22:47:46.955,neutral,0.71
t1,2026-03-07 22:47:47.029,neutral,0.69
t1,2026-03-07 22:47:47.104,neutral,0.66
t1,2026-03-07 22:47:47.169,neutral,0.8
t1,2026-03-07 22:47:47.230,neutral,0.69
t1,2026-03-07 22:47:47.296,neutral,0.49
t1,2026-03-07 22:47:47.359,neutral,0.83
t1,2026-03-07 22:47:47.540,neutral,0.78
t1,2026-03-07 22:47:47.598,neutral,0.85
t1,2026-03-07 22:47:47.664,neutral,0.89
t1,2026-03-07 22:47:47.727,neutral,0.51
t1,2026-03-07 22:47:47.787,neutral,0.84
t1,2026-03-07 22:47:47.846,neutral,0.78
t1,2026-03-07 22:47:47.904,neutral,0.64
t1,2026-03-07 22:47:47.966,neutral,0.8
t1,2026-03-07 22:47:48.027,neutral,0.82
t1,2026-03-07 22:47:48.090,neutral,0.87
t1,2026-03-07 22:47:48.161,neutral,0.86
t1,2026-03-07 22:47:48.229,neutral,0.87
t1,2026-03-07 22:47:48.294,neutral,0.7
t1,2026-03-07 22:47:48.358,neutral,0.91
t1,2026-03-07 22:47:48.425,neutral,0.86
t1,2026-03-07 22:47:48.499,neutral,0.9
t1,2026-03-07 22:47:48.572,neutral,0.69
t1,2026-03-07 22:47:48.643,neutral,0.69
t1,2026-03-07 22:47:48.724,neutral,0.74
t1,2026-03-07 22:47:48.811,neutral,0.55
t1,2026-03-07 22:47:48.893,neutral,0.38
t1,2026-03-07 22:47:48.968,neutral,0.36
t1,2026-03-07 22:47:49.041,neutral,0.35
t1,2026-03-07 22:47:49.126,neutral,0.68
t1,2026-03-07 22:47:49.213,neutral,0.76
t1,2026-03-07 22:47:49.214,angry,0.42
t1,2026-03-07 22:47:49.285,neutral,0.87
t1,2026-03-07 22:47:49.358,neutral,0.8
t1,2026-03-07 22:47:49.429,neutral,0.88
t1,2026-03-07 22:47:49.499,neutral,0.61
t1,2026-03-07 22:47:49.566,neutral,0.51
t1,2026-03-07 22:47:49.628,neutral,0.64
t1,2026-03-07 22:47:49.694,neutral,0.69
t1,2026-03-07 22:47:49.753,angry,0.42
t1,2026-03-07 22:47:49.815,neutral,0.63
t1,2026-03-07 22:47:49.883,sad,0.46
t1,2026-03-07 22:47:49.953,neutral,0.62
t1,2026-03-07 22:47:50.013,neutral,0.57
t1,2026-03-07 22:47:50.080,neutral,0.71
t1,2026-03-07 22:47:50.136,neutral,0.61
t1,2026-03-07 22:47:50.199,neutral,0.77
t1,2026-03-07 22:47:50.264,neutral,0.65
t1,2026-03-07 22:47:50.326,neutral,0.86
t1,2026-03-07 22:47:50.384,neutral,0.71
t1,2026-03-07 22:47:50.443,neutral,0.56
t1,2026-03-07 22:47:50.502,neutral,0.68
t1,2026-03-07 22:47:50.567,neutral,0.79
t1,2026-03-07 22:47:50.641,neutral,0.85
t1,2026-03-07 22:47:50.708,neutral,0.88
t1,2026-03-07 22:47:50.773,neutral,0.85
t1,2026-03-07 22:47:50.861,neutral,0.79
t1,2026-03-07 22:47:50.939,neutral,0.85
t1,2026-03-07 22:47:51.153,neutral,0.8
t1,2026-03-07 22:47:51.275,neutral,0.91
t1,2026-03-07 22:47:51.354,neutral,0.88
t1,2026-03-07 22:47:51.438,neutral,0.93
t1,2026-03-07 22:47:51.513,neutral,0.95
t1,2026-03-07 22:47:51.582,neutral,0.9
t1,2026-03-07 22:47:51.653,neutral,0.9
t1,2026-03-07 22:47:51.759,neutral,0.85
t1,2026-03-07 22:47:51.869,neutral,0.84
t1,2026-03-07 22:47:51.987,neutral,0.79
t1,2026-03-07 22:47:52.105,neutral,0.91
t1,2026-03-07 22:47:52.226,neutral,0.84
t1,2026-03-07 22:47:52.318,neutral,0.81
t1,2026-03-07 22:47:52.415,neutral,0.84
t1,2026-03-07 22:47:52.505,neutral,0.91
t1,2026-03-07 22:47:52.582,neutral,0.8
t1,2026-03-07 22:47:52.680,neutral,0.89
t1,2026-03-07 22:47:52.765,neutral,0.88
t1,2026-03-07 22:47:52.832,neutral,0.91
t1,2026-03-07 22:47:52.895,neutral,0.85
t1,2026-03-07 22:47:52.955,neutral,0.87
t1,2026-03-07 22:47:53.011,neutral,0.88
t1,2026-03-07 22:47:53.201,neutral,0.79
t1,2026-03-07 22:47:53.333,neutral,0.7
t1,2026-03-07 22:47:54.327,neutral,0.84
t1,2026-03-07 22:47:54.602,neutral,0.75
t1,2026-03-07 22:47:54.689,neutral,0.73
t1,2026-03-07 22:47:54.767,neutral,0.58
t1,2026-03-07 22:47:54.854,neutral,0.52
t1,2026-03-07 22:47:54.934,neutral,0.75
t1,2026-03-07 22:47:55.002,neutral,0.74
t1,2026-03-07 22:47:55.077,neutral,0.48
t1,2026-03-07 22:47:55.152,neutral,0.63
t1,2026-03-07 22:47:55.234,neutral,0.74
t1,2026-03-07 22:47:55.308,neutral,0.76
t1,2026-03-07 22:47:55.395,neutral,0.69
t1,2026-03-07 22:47:55.477,neutral,0.66
t1,2026-03-07 22:47:55.576,neutral,0.75
t1,2026-03-07 22:47:55.654,neutral,0.68
t1,2026-03-07 22:47:55.745,neutral,0.74
t1,2026-03-07 22:47:55.828,neutral,0.71
t1,2026-03-07 22:47:55.919,neutral,0.75
t1,2026-03-07 22:47:56.008,neutral,0.87
t1,2026-03-07 22:47:56.102,neutral,0.74
t1,2026-03-07 22:47:56.264,neutral,0.75
t1,2026-03-07 22:47:56.472,neutral,0.75
t1,2026-03-07 22:47:56.594,neutral,0.8
t1,2026-03-07 22:47:56.695,neutral,0.87
t1,2026-03-07 22:47:56.791,neutral,0.78
t1,2026-03-07 22:47:56.907,neutral,0.85
t1,2026-03-07 22:47:57.018,neutral,0.73
t1,2026-03-07 22:47:57.092,neutral,0.77
t1,2026-03-07 22:47:57.192,neutral,0.84
t1,2026-03-07 22:47:57.274,neutral,0.86
t1,2026-03-07 22:47:57.366,neutral,0.75
t1,2026-03-07 22:47:57.457,neutral,0.77
t1,2026-03-07 22:47:57.549,neutral,0.59
t1,2026-03-07 22:47:57.621,neutral,0.73
t1,2026-03-07 22:47:57.691,neutral,0.7
t1,2026-03-07 22:47:57.757,neutral,0.87
t1,2026-03-07 22:47:57.852,neutral,0.85
t1,2026-03-07 22:47:57.949,neutral,0.83
t1,2026-03-07 22:47:58.052,neutral,0.78
t1,2026-03-07 22:47:58.121,neutral,0.89
t1,2026-03-07 22:47:58.215,neutral,0.92
t1,2026-03-07 22:47:58.286,neutral,0.9
t1,2026-03-07 22:47:58.348,neutral,0.74
t1,2026-03-07 22:47:58.415,neutral,0.78
t1,2026-03-07 22:47:58.476,neutral,0.87
t1,2026-03-07 22:47:58.544,neutral,0.71
t1,2026-03-07 22:47:58.628,neutral,0.78
t1,2026-03-07 22:47:58.709,neutral,0.81
t1,2026-03-07 22:47:58.788,neutral,0.87
t1,2026-03-07 22:47:58.867,neutral,0.67
t1,2026-03-07 22:47:58.963,neutral,0.8
t1,2026-03-07 22:47:59.062,neutral,0.76
t1,2026-03-07 22:47:59.203,neutral,0.81
t1,2026-03-07 22:47:59.541,neutral,0.73
t1,2026-03-07 22:47:59.630,neutral,0.88
t1,2026-03-07 22:47:59.704,neutral,0.89
t1,2026-03-07 22:47:59.774,neutral,0.81
t1,2026-03-07 22:47:59.861,neutral,0.82
t1,2026-03-07 22:48:00.058,neutral,0.8
t1,2026-03-07 22:48:00.137,neutral,0.76
t1,2026-03-07 22:48:00.212,neutral,0.72
t1,2026-03-07 22:48:00.290,neutral,0.93
t1,2026-03-07 22:48:00.446,neutral,0.88
t1,2026-03-07 22:48:00.519,neutral,0.89
t1,2026-03-07 22:48:00.696,neutral,0.93
t1,2026-03-07 22:48:00.777,neutral,0.76
t1,2026-03-07 22:48:00.847,neutral,0.86
t1,2026-03-07 22:48:00.907,neutral,0.95
t1,2026-03-07 22:48:01.004,neutral,0.84
t1,2026-03-07 22:48:01.101,neutral,0.78
t1,2026-03-07 22:48:01.196,neutral,0.77
t1,2026-03-07 22:48:01.290,neutral,0.83
t1,2026-03-07 22:48:01.406,neutral,0.9
t1,2026-03-07 22:48:01.507,neutral,0.88
t1,2026-03-07 22:48:01.593,neutral,0.9
t1,2026-03-07 22:48:01.695,neutral,0.92
t1,2026-03-07 22:48:01.795,neutral,0.86
t1,2026-03-07 22:48:01.892,neutral,0.93
t1,2026-03-07 22:48:01.994,neutral,0.89
t1,2026-03-07 22:48:03.774,neutral,0.84
t1,2026-03-07 22:48:03.856,neutral,0.84
t1,2026-03-07 22:48:03.933,neutral,0.78
t1,2026-03-07 22:48:04.013,neutral,0.8
t1,2026-03-07 22:48:04.094,neutral,0.76
t1,2026-03-07 22:48:04.306,neutral,0.86
t1,2026-03-07 22:48:04.420,neutral,0.86
t1,2026-03-07 22:48:04.610,neutral,0.9
t1,2026-03-07 22:48:04.693,neutral,0.86
t1,2026-03-07 22:48:04.794,neutral,0.83
t1,2026-03-07 22:48:04.906,neutral,0.95
t1,2026-03-07 22:48:04.997,neutral,0.78
t1,2026-03-07 22:48:05.097,neutral,0.61
t1,2026-03-07 22:48:05.171,neutral,0.61
t1,2026-03-07 22:48:05.241,neutral,0.79
t1,2026-03-07 22:48:05.348,neutral,0.6
t1,2026-03-07 22:48:05.446,neutral,0.71
t1,2026-03-07 22:48:05.523,neutral,0.92
t1,2026-03-07 22:48:05.592,neutral,0.84
t1,2026-03-07 22:48:05.658,neutral,0.87
t1,2026-03-07 22:48:05.723,neutral,0.78
t1,2026-03-07 22:48:10.576,neutral,0.8
t1,2026-03-07 22:48:10.757,neutral,0.83
t1,2026-03-07 22:48:10.820,neutral,0.82
t1,2026-03-07 22:48:10.906,neutral,0.93
t1,2026-03-07 22:48:10.994,neutral,0.79
t1,2026-03-07 22:48:11.083,neutral,0.88
t1,2026-03-07 22:48:11.176,neutral,0.88
t1,2026-03-07 22:48:11.262,neutral,0.7
t1,2026-03-07 22:48:11.362,neutral,0.9
t1,2026-03-07 22:48:11.575,neutral,0.92
t1,2026-03-07 22:48:11.623,neutral,0.85
t1,2026-03-07 22:48:11.739,neutral,0.46
t1,2026-03-07 22:48:11.857,neutral,0.81
t1,2026-03-07 22:48:11.966,neutral,0.8
t1,2026-03-07 22:48:12.059,neutral,0.89
t1,2026-03-07 22:48:12.283,neutral,0.82
t1,2026-03-07 22:48:12.489,neutral,0.76
t1,2026-03-07 22:48:13.130,neutral,0.88
t1,2026-03-07 22:48:13.200,happy,0.44
t1,2026-03-07 22:48:14.326,neutral,0.76
t1,2026-03-07 22:48:14.464,neutral,0.74
t1,2026-03-07 22:48:14.532,neutral,0.76
t1,2026-03-07 22:48:14.624,neutral,0.88
t1,2026-03-07 22:48:14.717,neutral,0.64
t1,2026-03-07 22:48:14.791,neutral,0.79
t1,2026-03-07 22:48:14.858,neutral,0.63
t1,2026-03-07 22:48:14.933,neutral,0.6
t1,2026-03-07 22:48:15.019,neutral,0.68
t1,2026-03-07 22:48:15.225,neutral,0.85
t1,2026-03-07 22:48:15.292,neutral,0.72
t1,2026-03-07 22:48:15.504,neutral,0.62
t1,2026-03-07 22:48:16.749,neutral,0.9
t1,2026-03-07 22:48:16.812,neutral,0.9
t1,2026-03-07 22:48:16.880,neutral,0.74
t1,2026-03-07 22:48:16.957,neutral,0.86
t1,2026-03-07 22:48:17.044,neutral,0.85
t1,2026-03-07 22:48:17.129,neutral,0.93
t1,2026-03-07 22:48:17.193,neutral,0.9
t1,2026-03-07 22:48:17.257,neutral,0.87
t1,2026-03-07 22:48:17.319,neutral,0.86
t1,2026-03-07 22:48:17.384,neutral,0.73
t1,2026-03-07 22:48:17.445,neutral,0.87
t1,2026-03-07 22:48:17.520,neutral,0.85
t1,2026-03-07 22:48:17.588,neutral,0.98
t1,2026-03-07 22:48:17.654,neutral,0.8
t1,2026-03-07 22:48:17.721,neutral,0.86
t1,2026-03-07 22:48:17.788,neutral,0.91
t1,2026-03-07 22:48:17.849,neutral,0.95
t1,2026-03-07 22:48:17.920,neutral,0.96
t1,2026-03-07 22:48:17.986,neutral,0.85
t1,2026-03-07 22:48:18.046,neutral,0.85
t1,2026-03-07 22:48:18.118,neutral,0.94
t1,2026-03-07 22:48:18.181,neutral,0.96
t1,2026-03-07 22:48:18.251,neutral,0.95
t1,2026-03-07 22:48:18.306,neutral,0.88
t1,2026-03-07 22:48:18.368,neutral,0.9
t1,2026-03-07 22:48:18.429,neutral,0.93
t1,2026-03-07 22:48:18.496,neutral,0.92
t1,2026-03-07 22:48:18.557,neutral,0.96
t1,2026-03-07 22:48:18.617,neutral,0.97
t1,2026-03-07 22:48:18.688,neutral,0.94
t1,2026-03-07 22:48:18.750,neutral,0.92
t1,2026-03-07 22:48:18.821,neutral,0.92
t1,2026-03-07 22:48:18.885,neutral,0.9
t1,2026-03-07 22:48:18.941,neutral,0.96
t1,2026-03-07 22:48:19.003,neutral,0.93
t1,2026-03-07 22:48:19.068,neutral,0.94
t1,2026-03-07 22:48:19.068,sad,0.42
t1,2026-03-07 22:48:19.144,neutral,0.94
t1,2026-03-07 22:48:19.204,neutral,0.88
t1,2026-03-07 22:48:19.275,neutral,0.92
t1,2026-03-07 22:48:19.340,neutral,0.92
t1,2026-03-07 22:48:19.410,neutral,0.95
t1,2026-03-07 22:48:19.473,neutral,0.98
t1,2026-03-07 22:48:19.533,neutral,0.94
t1,2026-03-07 22:48:19.595,neutral,0.94
t1,2026-03-07 22:48:19.664,neutral,0.94
t1,2026-03-07 22:48:19.725,neutral,0.95
t1,2026-03-07 22:48:20.231,neutral,0.97
t1,2026-03-07 22:48:20.291,neutral,0.85
t1,2026-03-07 22:48:20.354,neutral,0.94
t1,2026-03-07 22:48:20.428,neutral,0.87
t1,2026-03-07 22:48:20.504,neutral,0.9
t1,2026-03-07 22:48:20.567,neutral,0.86
t1,2026-03-07 22:48:20.634,neutral,0.79
t1,2026-03-07 22:48:20.696,neutral,0.88
t1,2026-03-07 22:48:20.758,neutral,0.96
t1,2026-03-07 22:48:20.822,neutral,0.92
t1,2026-03-07 22:48:20.888,neutral,0.9
t1,2026-03-07 22:48:20.952,neutral,0.97
t1,2026-03-07 22:48:21.032,neutral,0.85
t1,2026-03-07 22:48:21.111,neutral,0.94
t1,2026-03-07 22:48:21.181,neutral,0.95
t1,2026-03-07 22:48:21.244,neutral,0.93
t1,2026-03-07 22:48:21.308,neutral,0.96
t1,2026-03-07 22:48:21.370,neutral,0.93
t1,2026-03-07 22:48:21.433,neutral,0.97
t1,2026-03-07 22:48:21.503,neutral,0.95
t1,2026-03-07 22:48:21.569,neutral,0.97
t1,2026-03-07 22:48:21.630,neutral,0.97
t1,2026-03-07 22:48:21.697,neutral,0.87
t1,2026-03-07 22:48:21.755,neutral,0.84
t1,2026-03-07 22:48:21.817,neutral,0.89
t1,2026-03-07 22:48:21.884,neutral,0.94
t1,2026-03-07 22:48:21.949,neutral,0.97
t1,2026-03-07 22:48:22.012,neutral,0.96
t1,2026-03-07 22:48:22.077,neutral,0.96
t1,2026-03-07 22:48:22.147,neutral,0.84
t1,2026-03-07 22:48:22.213,neutral,0.92
t1,2026-03-07 22:48:22.278,neutral,0.91
t1,2026-03-07 22:48:22.341,neutral,0.97
t1,2026-03-07 22:48:22.404,neutral,0.94
t1,2026-03-07 22:48:22.465,neutral,0.91
t1,2026-03-07 22:48:22.526,neutral,0.89
t1,2026-03-07 22:48:22.586,neutral,0.74
t1,2026-03-07 22:48:22.649,neutral,0.93
t1,2026-03-07 22:48:22.713,neutral,0.93
t1,2026-03-07 22:48:22.773,neutral,0.79
t1,2026-03-07 22:48:22.840,neutral,0.93
t1,2026-03-07 22:48:22.908,neutral,0.92
t1,2026-03-07 22:48:22.973,neutral,0.9
t1,2026-03-07 22:48:23.035,neutral,0.88
t1,2026-03-07 22:48:23.106,neutral,0.92
t1,2026-03-07 22:48:23.174,neutral,0.81
t1,2026-03-07 22:48:23.238,neutral,0.74
t1,2026-03-07 22:48:23.303,neutral,0.79
t1,2026-03-07 22:48:23.366,neutral,0.94
t1,2026-03-07 22:48:23.427,neutral,0.91
t1,2026-03-07 22:48:23.489,neutral,0.74
t1,2026-03-07 22:48:23.549,neutral,0.86
t1,2026-03-07 22:48:23.611,neutral,0.94
t1,2026-03-07 22:48:23.675,neutral,0.89
t1,2026-03-07 22:48:23.910,sad,0.47
t1,2026-03-07 22:48:24.324,neutral,0.84
t1,2026-03-07 22:48:24.382,neutral,0.75
t1,2026-03-07 22:48:24.496,neutral,0.74
t1,2026-03-07 22:48:24.552,neutral,0.84
t1,2026-03-07 22:48:24.671,neutral,0.85
t1,2026-03-07 22:48:24.798,neutral,0.9
t1,2026-03-07 22:48:24.862,neutral,0.71
t1,2026-03-07 22:48:24.927,neutral,0.95
t1,2026-03-07 22:48:24.989,neutral,0.89
t1,2026-03-07 22:48:25.052,neutral,0.88
t1,2026-03-07 22:48:25.113,neutral,0.93
t1,2026-03-07 22:48:25.172,neutral,0.9
t1,2026-03-07 22:48:25.230,neutral,0.93
t1,2026-03-07 22:48:25.292,neutral,0.96
t1,2026-03-07 22:48:25.354,neutral,0.95
t1,2026-03-07 22:48:25.417,neutral,0.93
t1,2026-03-07 22:48:25.481,neutral,0.87
t1,2026-03-07 22:48:25.549,neutral,0.89
t1,2026-03-07 22:48:25.612,neutral,0.77
t1,2026-03-07 22:48:25.673,neutral,0.94
t1,2026-03-07 22:48:25.734,neutral,0.94
t1,2026-03-07 22:48:25.796,neutral,0.93
t1,2026-03-07 22:48:25.862,neutral,0.67
t1,2026-03-07 22:48:25.925,neutral,0.86
t1,2026-03-07 22:48:25.988,neutral,0.93
t1,2026-03-07 22:48:26.060,neutral,0.89
t1,2026-03-07 22:48:26.135,neutral,0.96
t1,2026-03-07 22:48:26.199,neutral,0.64
t1,2026-03-07 22:48:26.260,neutral,0.87
t1,2026-03-07 22:48:26.322,neutral,0.91
t1,2026-03-07 22:48:26.388,neutral,0.91
t1,2026-03-07 22:48:26.450,neutral,0.84
t1,2026-03-07 22:48:26.514,neutral,0.93
t1,2026-03-07 22:48:26.576,neutral,0.93
t1,2026-03-07 22:48:26.639,neutral,0.82
